galeria_id,galeria_nombre,galeria_fecha_fundacion,galeria_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,galeria_calle_numero,galeria_colonia,galeria_cp,galeria_telfono1,galeria_pagina_web,email,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
939,"Galería Juan Soriano de la Biblioteca de las Artes","1994-01-01","Secretaría de Cultura/Centro Nacional de las Artes",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Río Churubusco 79 ","Col. Country Club","04220","","","",-99.14114,19.35599,"http://sic.gob.mx/ficha.php?table=galeria&table_id=939","2020-10-15 06:36:11-05"
37,"Sala Leopoldo Méndez","1974-01-01","Universidad Autónoma Metropolitana",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Calz. del Hueso  1100 PB Edif. Central","Col. Villa Quietud","04960","","","",-99.1032,19.30336,"http://sic.gob.mx/ficha.php?table=galeria&table_id=37","2021-05-26 05:49:08-05"
1185,"Espacio Carranza","2011-10-15","",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Presidente Carranza 176 ","Col. Coyoacán","04010","","","info@espaciocarranza.com.mx",-99.1651,19.34799,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1185","2021-07-12 03:48:47-05"
1193,"Galería -Taller  ","1979-01-01","Asociación Mexicana de Grabadores de Inv. Plástica, A.C.",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Calle Manuel Toussaint 54","Barrio del Niño Jesús","04330","","","amgip1979@gmail",-99.15871,19.34283,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1193","2021-07-13 09:10:56-05"
165,"Galería Daliana","2021-05-14","Centro Santa Fe",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Vasco de Quiroga 3800, local 1018","Lomas de Santa Fe","05348","","","alex@magicspace.mx",-99.27447,19.36036,"http://sic.gob.mx/ficha.php?table=galeria&table_id=165","2021-07-20 06:42:24-05"
1051,"Galería Andrea Pozzo, S. j.","2008-01-01","Universidad Iberoamericana ",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Prol. Paseo de la Reforma 880","Col. Lomas de Santa Fe","01219","","","galeria.andreapozzo@ibero.mx; carlos.villanueva@uia.mx",-99.26358,19.37184,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1051","2021-07-12 04:08:34-05"
1292,"La Era del Arte","2011-01-10","",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Vasco de Quiroga 3800","Lomas de Santa Fe","05348","","","era.del.arte@gmail.com",-99.25652,19.36952,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1292","2020-11-17 07:20:31-06"
1294,"YellowKorner Santa Fe","2016-01-01","",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Av. Vasco de Quiroga 3850, local 1540","Col. Santa Fe Cuajimalpa","05109","","","galeria.santafe@yellowkorner.com ",-99.27251,19.36241,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1294","2020-10-13 04:18:03-05"
1676,"Galería Loreto Encina de Avilés","1992-06-28","Alcaldía  Cuajimalpa/Edificio Cultural",9,"Ciudad de México",4,"Cuajimalpa de Morelos",65,"El Boji (San Jacinto)","Av. Juárez esq. Av. México s/n","Col. Cuajimalpa de Morelos","05000","","","",-99.29766,19.35742,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1676","2020-11-06 04:12:01-06"
1512,"Galerría de Arte del Faro Indios Verdes","2015-06-01","Secretaría de Cultura de la Ciudad de México",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Huitzilihuitl 51","Col. Santa Isabel Tola","07010","","","",-99.11156,19.50323,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1512","2020-04-21 13:28:57-05"
1170,"Galería Maestro Antonio Rodríguez","1994-01-01","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Wilfrido Massieu s/n","Col. Nueva Industrial Vallejo","07738","","","",-99.1357,19.49598,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1170","2020-04-28 05:35:37-05"
1528,"Galería Abierta del Instituto Mexicano del Petróleo","2000-01-01","Instituto Mexicano del Petróleo",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Eje Central Lázaro Cárdenas 152","Col. San Bartolo Atepehuacan","07730","","","comunicacion@imp.mx",-99.1459,19.4899,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1528","2020-04-23 14:25:56-05"
1525,"Galería  Abierta del Bosque de Aragón","2000-01-01","Secretaría de Cultura de la Ciudad de México",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","José Loreto Fabela s/n","Col. San Juán de Aragón, Sec. II","07969","","","",-99.07932,19.46287,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1525","2021-04-12 04:32:54-05"
1596,"Sala de Colecciones Universitarias","2007-01-01","Centro Cultural Universitario Tlatelolco/UNAM",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Ricardo Flores Magón 1","Col. Nonoalco Tlatelolco","06995","","","ccutlatelolco@gmail.com",-99.13746,19.4503,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1596","2021-07-13 04:25:23-05"
1530,"Galería Abierta del CINVESTAV","2009-01-01","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Instituto Politécnico Nacional 2508","Col. San Pedro Zacatenco","07360","","","difusion@cinvestav.mx",-99.12902,19.50962,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1530","2020-04-21 06:48:24-05"
1529,"Galería Abierta del IPN","2000-01-01","Instituto Politécnico Nacional (IPN)",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Wilfrido Massieu s/n","Col. Lindavista","07738","","","",-99.14106,19.49685,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1529","2020-04-20 10:04:56-05"
1567,"Galería Principal del Faro de Oriente","2000-01-01","Secretaría de Cultura de la ciudad de México",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Ignacio Zaragoza s/n","Col. Fuentes de Zaragoza","09150","","","cdifusion.farodeoriente@gmail.com",-99.01009,19.3699,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1567","2020-10-13 05:25:13-05"
63,"Galería Central","2000-01-01","Secretaría de Cultura de la Ciudad de México/Faro de Oriente, Fábrica de Artes y Oficios",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Ignacio Zaragoza s/n","Col. Fuentes de Zaragoza","09150","","","farodeoriente@hotmail.com",-99.01051,19.36941,"http://sic.gob.mx/ficha.php?table=galeria&table_id=63","2020-04-20 04:08:23-05"
1138,"Sheva's Heart Galería de Arte","1988-04-21","",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. de la Paz 40  ","Col. San Angel","01000","","","shevasheart@gmail.com",-99.18953,19.34685,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1138","2021-08-30 09:04:56-05"
467,"Naxica Galería de Arte","2004-01-01","",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Ricardo Palmerín 103 ","Col. Guadalupe Inn","01020","","","naxicagaleriadearte@gmail.com",-99.18842,19.35647,"http://sic.gob.mx/ficha.php?table=galeria&table_id=467","2020-04-23 07:15:25-05"
570,"Pepe Soho Photography, Suc. San  Ángel ","1996-01-01","",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Altavista 147, local 2","Col. San Ángel Inn ","01060","","","ventas@pepesoho.com",-99.19639,19.34932,"http://sic.gob.mx/ficha.php?table=galeria&table_id=570","2020-11-06 04:58:32-06"
41,"Baga 06 - Galería de Arte","2018-04-01","",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Pedro Luis Ogazón 59","Col. Guadalupe Inn","01020","","","contacto@baga06.com",-99.18801,19.35035,"http://sic.gob.mx/ficha.php?table=galeria&table_id=41","2021-09-08 08:33:45-05"
1892,"Caracol  Púrpura","1000-01-01","",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Benito Juárez 2D, Local 2A","Col. San Ángel","","","","maria.mora@caracolpurpura.com.mx",-99.19299,19.34476,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1892","2021-09-08 08:56:54-05"
1044,"Casa del Obispo Galeria de Arte Popular Mexicano","2011-01-01","",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Benito Juárez 1","Col. San Ángel","01000","",""," schumi74@gmail.com",-99.19318,19.34529,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1044","2021-09-08 11:44:59-05"
1542,"Flux Zone Galería de Arte","1000-01-01","",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Amargura 5","Col.  San Ángel ","01000","","","contacto@flux-zone.art ",-99.19074,19.34616,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1542","2021-09-08 12:38:29-05"
1248,"Rodo Padilla Galería","1992-01-01","",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Juárez 2B","San Ángel","01000","","","info@rodopadilla.com.mx",-99.19315,19.3448,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1248","2020-04-21 13:55:07-05"
1564,"Santa Olalla Arte y Diseño","1000-01-01","",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Jacinto 16","Plaza San Jacinto","01000","","","kaos@santaolallart.design",-99.19304,19.3444,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1564","2020-04-23 04:10:44-05"
49,"Galería Adán","1998-01-01","Alcaldía Alvaro Obregón/Casa de Cultura Jaime Sabines",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1747","Col. San Ángel","01000","","","casadeculturajaimesabines@gmail.com",-99.19053,19.34483,"http://sic.gob.mx/ficha.php?table=galeria&table_id=49","2021-09-08 12:46:49-05"
1206,"Galería Arte Abierto","2012-01-01","Artz Pedregal",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Anillo Periférico Sur 3720","Col. Jardines del Pedregal","01900","","","",-99.21937,19.31337,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1206","2021-09-08 12:48:58-05"
159,"Galería Alianza Francesa Ciudad de México, San Ángel","1980-01-01","Alianza Francesa de México",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Plaza San Luis Potosí 26","Col. Chimalistac","01070","","","afmangeldir@alianzafrancesa.org.mx",-99.18639,19.34845,"http://sic.gob.mx/ficha.php?table=galeria&table_id=159","2021-09-13 06:28:51-05"
1722,"Galería de Arte Riverol","1000-01-01","",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Calz. Santa Catarina 207","Col. San Ángel Inn","01060","","","contacto@arteriverol.com",-99.19836,19.34895,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1722","2021-09-08 13:06:45-05"
1135,"Myl. Arte Contemporáneo","2012-10-14","",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Durango 75","Col. Progreso Tizapán","01080","","","curaduria@mylartecontemporaneo.org",-99.20359,19.33997,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1135","2021-02-15 06:40:41-06"
1127,"Galería Mosaico","2012-01-01","",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Plaza San Jacinto 2","Col. San Angel","01000","","","info@galeriamosaico.com",-99.19205,19.34502,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1127","2020-04-23 04:13:48-05"
130,"Galería El Aire Centro de Arte","2013-12-01","Fundación Parra Gironella",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Reforma 17","Col. Tizapan Pueblo","01090","","","el_aire@yahoo.com",-99.1926,19.35293,"http://sic.gob.mx/ficha.php?table=galeria&table_id=130","2021-07-08 12:08:57-05"
606,"Galería José Luis Benlliure","1985-01-01","Universidad Nacional Autónoma de México/Facultad de Arquitectura",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Insurgentes Sur 3000","Cd. Universitaria","04510","","","difusionculturalarquitectura@gmail.com",-99.18208,19.32672,"http://sic.gob.mx/ficha.php?table=galeria&table_id=606","2020-04-29 08:58:32-05"
469,"Galería Urbana Blanquis","2002-01-01","",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Calz. de los Leones 195","Col. Las Aguilas","01710","","","info@galeriaurbana.com.mx",-99.19826,19.35933,"http://sic.gob.mx/ficha.php?table=galeria&table_id=469","2021-03-03 04:25:16-06"
1563,"Galería García Amaro","2011-01-01","",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Benito Juárez 9 A","Col. San Ángel","01000","","","galeria@garciaamaro.com",-99.19371,19.34512,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1563","2021-09-14 15:31:27-05"
992,"El Carmen Galería de Arte","2012-01-26","El Carmen Galería de Arte, S. de R.L de C.V.",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Plaza San Jacinto 20 Bis","Col. San Ángel","01000","","","arteelcarmengaleria@gmail.com",-99.19236,19.34486,"http://sic.gob.mx/ficha.php?table=galeria&table_id=992","2021-09-08 12:00:58-05"
1833,"Galería de Arte del Cine Villa Olímpica","1000-01-01","AlcaldíaTlalpan",9,"Ciudad de México",12,"Tlalpan",0,"","Av. Insurgentes Sur 3493","Col. Jardines del Pedregal","14020","","","cinevillaolimpica@gmail.com",-99.18587,19.29783,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1833","2021-07-12 07:24:58-05"
977,"La Era del Arte","2013-03-08","",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","Anillo Perif. 4690","Jardines del Pedregal","04500","","","era.del.arte@gmail.com",-99.18706,19.30497,"http://sic.gob.mx/ficha.php?table=galeria&table_id=977","2020-11-17 07:12:57-06"
430,"Galería Manuel Felguérez","1980-01-01","Universidad Autónoma Metropolitana",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","Prol. Canal de Miramontes 3855 P.B. de Rectoría","Col. Ex Hacienda de San Juan de Dios","14387","","","contacto.dav.uam@gmail.com",-99.10338,19.301,"http://sic.gob.mx/ficha.php?table=galeria&table_id=430","2021-02-15 06:22:35-06"
1556,"Galeria de Arte de la Casa Xitla","2013-08-01","Asociación Civil, Lekil Kuxlejal",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","Calle Convento núm. 37","Col. Santa Úrsula Xitla","14420","","","info@casaxitla.org",-99.16694,19.28828,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1556","2021-07-14 03:56:39-05"
1527,"TACO Talleres de arte contemporáneo","2008-01-01","TACO Talleres de arte contemporáneo, A.C",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","Hidalgo 14","Centro","14000","","","tacoarte@gmail.com",-99.16467,19.28856,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1527","2021-05-20 07:34:56-05"
1286,"Galería Yuri López Kullins","2014-11-01","",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","Insurgentes Sur 4342, local 14B ","Col. La Joya","14000","","","info@yurilopezkullins.com",-99.16694,19.28828,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1286","2020-07-22 17:00:41-05"
1402,"Galería Tu Mamá","2016-09-01","",9,"Ciudad de México",13,"Xochimilco",1,"Xochimilco","4a. Privada de Emiliano Zapata 42-1","Barrio La Asunción","16070","","","galeriatumama@gmail.com",-99.10112,19.26617,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1402","2021-06-03 08:00:51-05"
481,"Galería Luis Nishizawa","1985-01-01","Facultad de Artes y Diseño/Universidad Nacional Autónoma de México",9,"Ciudad de México",13,"Xochimilco",1,"Xochimilco","Constitución 600 ","Col. Barrio La Concha","16210","","","difusiónenap@correo.unam.mx",-99.11856,19.25191,"http://sic.gob.mx/ficha.php?table=galeria&table_id=481","2020-10-20 05:24:20-05"
954,"Galería Francisco Goitia","2019-12-23","Alcaldía Xochimilco",9,"Ciudad de México",13,"Xochimilco",1,"Xochimilco","Av. Guadalupe I. Ramirez  4 ","El Rosario","16070","","","",-99.10355,19.26301,"http://sic.gob.mx/ficha.php?table=galeria&table_id=954","2021-07-14 05:08:30-05"
1725,"Estudio URSS","2020-01-31","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","","Col. San Pedro de los Pinos","03800","","","adriana@ussr.mx",-99.18665,19.38604,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1725","2021-07-21 09:51:38-05"
1882,"Galería Málaga","2012-08-25","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Málaga 92","Col. Insurgentes Mixcoac","03920 ","","","galeriamalagamexico@gmail.com",-99.1821,19.37196,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1882","2021-12-16 06:42:15-06"
132,"Tasting Art","2015-01-01","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez"," Plaza San Jacinto 20 ","San Angel","01000","","","contacto@tastingart.mx",-99.19253,19.3439,"http://sic.gob.mx/ficha.php?table=galeria&table_id=132","2021-07-14 08:24:06-05"
462,"Galería Rafael Rabec","2014-01-01","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Calle Diecinueve 89-A ","Col. San Pedro de los Pinos","03800","","","informes@galeriarafaelrabec.com",-99.18369,19.38802,"http://sic.gob.mx/ficha.php?table=galeria&table_id=462","2020-12-02 05:16:40-06"
479,"Galería Alfredo Atala Boulos ","1000-01-01","Centro Libanés, A.C.",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Hermes 67","Col. Crédito Constructor","03940","","","",-99.18026,19.36355,"http://sic.gob.mx/ficha.php?table=galeria&table_id=479","2020-10-13 05:48:44-05"
1403,"La Era del Arte","2013-03-01","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Av. Universidad 1000, Plaza Universidad"," Col. Santa Cruz Atoyac","03310","","","era.del.arte@gmail.com",-99.16615,19.36711,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1403","2021-07-13 07:36:54-05"
1475,"SOMA","2009-11-01","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Calle 13 núm. 25 ","Col. San Pedro de los Pinos","03800","","","info@somamexico.org",-99.18551,19.3905,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1475","2020-11-06 04:40:34-06"
1572,"Galería V&S ","2013-10-01","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Xola 1662","Col. Narvarte","03020","","","info@galeria-vs.com",-99.14984,19.39565,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1572","2020-11-09 06:04:33-06"
1459,"Galería Sor Juan Inés de la Cruz","1000-01-01","Centro Cultural Juan Rulfo",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Campana 59","Col. Insurgentes Mixcoac","03920","","","",-99.18457,19.37199,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1459","2020-10-13 05:38:16-05"
989,"Galería Inverarte","2000-01-01","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Santa Rosalía 409","Col. Del Valle","03100","","","info@inverarte.com",-99.17508,19.38095,"http://sic.gob.mx/ficha.php?table=galeria&table_id=989","2021-07-14 05:12:08-05"
1460,"Galería José Chávez Morado","1975-01-01","Casa de Cultura Juan Rulfo/Alcaldía Benito Juárez",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Campana 59","Col. Insurgentes Mixcoac","03920","","","",-99.18443,19.37197,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1460","2020-10-13 05:29:59-05"
1526,"Galería de la Cineteca Nacional","2015-08-12","Secretaría de Cultura ",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Av. México Coyoacán 389","Col. Xoco","03330","","","",-99.16369,19.36011,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1526","2020-10-13 05:34:31-05"
566,"Fundación Sebastián","1997-11-13","Fundación Cultural Sebastián A.C.",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Av. Patriotismo 304","Col. San Pedro de los Pinos","03800","","","contacto@fseb.org",-99.18211,19.39307,"http://sic.gob.mx/ficha.php?table=galeria&table_id=566","2021-07-12 03:55:11-05"
959,"Galería  X Espacio de Arte","2011-02-04","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Mazatlan 5","Col. Hipódromo Condesa","06140","","","info@xespacio.mx",-99.17559,19.41732,"http://sic.gob.mx/ficha.php?table=galeria&table_id=959","2021-03-02 03:34:27-06"
1634,"Hydra, Fotografía contemporánea en México","2013-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Tampico 33","Col. Roma Norte","06700","","","enlace@lahydra.lat",-99.17518,19.41918,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1634","2021-05-18 08:12:14-05"
1493,"Dos Quince Galería","2014-11-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Guanajuato 215","Col. Roma Norte","06700","","","galeria.dosquince@gmail.com",-99.16405,19.41599,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1493","2021-03-02 03:15:49-06"
1005,"Marso Galería Arte Contemporáneo","2012-11-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Berlín 37 ","Col.  Juárez ","06600","","","info@marso.com.mx",-99.15657,19.42636,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1005","2021-02-15 06:39:02-06"
934,"Galería  La 77","2010-07-01","Hotel boutique El Patio 77",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Joaquín García Icazbalceta 77","Col. San Rafael","06470","","","galeriala77@gmail.com",-99.16385,19.44162,"http://sic.gob.mx/ficha.php?table=galeria&table_id=934","2020-10-15 04:21:36-05"
1896,"LaNao Galería","2021-04-27","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Michoacán 75","Col. Hipódromo Condesa","06100","","","info@lanao.com.mx",-99.15167,19.44165,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1896","2021-12-16 06:52:22-06"
1692,"Galería de Cine","1000-01-01","La Casa del Cine MX",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","República de Uruguay 52, piso 2","Centro","06000","","","redes.lacasadelcinemx@gmail.com",-99.13757,19.43083,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1692","2020-10-15 03:33:36-05"
1356,"El Ágora,  Galería del Pueblo","2020-01-23","Secretaría de Cultura de la Ciudad de México",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Plaza de la Constitución 2, piso 2","Centro Histórico","06000","","","salondecabildos1@gmail.com",-99.13388,19.43167,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1356","2022-01-20 10:47:41-06"
987,"Galería La Silvestre Atelier","2018-09-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","José Alvarado 7","Col. Roma","06700","","","contacto@lasilvestre.mx",-99.16312,19.41274,"http://sic.gob.mx/ficha.php?table=galeria&table_id=987","2020-04-21 06:53:18-05"
177,"Galería Agustina Ferreyra","2018-02-05","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Ignacio Manuel Altamirano 50 Casa G esq. Alfonso Herrera","Col. San Rafael","06470","","","info@agustinaferreyra.com",-99.16206,19.43969,"http://sic.gob.mx/ficha.php?table=galeria&table_id=177","2020-04-21 13:56:52-05"
1651,"Proyecto México Antiguo","2018-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc"," Av. Mazatlán 159","Col. Condesa","06170","","","info@mexicoantiguo.com.mx",-99.17932,19.41077,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1651","2020-04-21 13:59:35-05"
1908,"Coordenada Azul, galería al aire libre","2016-04-30","Universidad La Salle, A.C. ",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Benjamín Franklin 45","Col. Condesa","06140","","","adriana.hernandez@lasalle.mx; sachi.uchisato@lasalle.mx",-99.18156,19.40738,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1908","2021-10-20 12:02:17-05"
1209,"Border Galería, Arte Emergente","2006-01-01","Centro Cultural Border",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Zacatecas 43","Col. Roma","06700","","","eugenio@border.com.mx",-99.15631,19.41655,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1209","2021-03-01 04:00:01-06"
1635,"Latitud Gallery","1000-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Plaza Río de Janeiro 69","Col. Roma","06700","","","galeria@latitud.gallery",-99.1606,19.42043,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1635","2021-07-13 06:52:06-05"
185,"Galería Arvil","1969-05-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Cda. de Hamburgo 7 y 9","Col. Juárez","06600","","","arvil@arvil.com.mx",-99.16645,19.42573,"http://sic.gob.mx/ficha.php?table=galeria&table_id=185","2020-04-21 14:01:42-05"
1360,"Galería de Arte Nordenhakemexico","2018-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Colima 159","Col. Roma Nte.","06700","","","mexico@nordenhake.com",-99.15974,19.42007,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1360","2020-04-21 14:03:11-05"
1204,"Galerías Castillo","2004-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Marconi 2, local 2","Centro Histórico","06010","","","contacto@galeriascastillo.com",-99.13995,19.43641,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1204","2021-09-29 04:51:16-05"
1017,"Galería Rullán","2010-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Insurgentes Sur 132","Col. Tabacalera","06030","","","galeriaullan@hotmail.com",-99.15817,19.43341,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1017","2020-04-22 03:26:36-05"
1236,"Galería White Cremnitz","2014-05-08","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Bolívar 87 C","Centro","06080","","","info@whitecremnitz.com",-99.13919,19.42848,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1236","2020-04-23 13:21:39-05"
187,"Galería Metropolitana","1974-01-01","Universidad Autónoma Metropolitana",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Medellín 28","Col. Roma","06700","","","comunicacionyenlace.dav.uam@gmail.com",-99.16678,19.42137,"http://sic.gob.mx/ficha.php?table=galeria&table_id=187","2020-04-23 17:26:17-05"
51,"Proyecto H Contemporáneo","2013-01-01"," ",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Guadalajara 88","Col. Roma","06700","","","info@proyectoh.com",-99.17186,19.41702,"http://sic.gob.mx/ficha.php?table=galeria&table_id=51","2021-07-14 08:12:45-05"
629,"La Buena Estrella","2012-06-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Ignacio Manuel Altamirano 88 ","Col. San Rafael","05470","","","labuenaestrella.arte@gmail.com",-99.16271,19.43708,"http://sic.gob.mx/ficha.php?table=galeria&table_id=629","2020-05-04 12:50:42-05"
