casa_artesania_id,casa_artesania_nombre,casa_artesania_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,casa_artesania_calle_numero,casa_artesania_colonia,casa_artesania_cp,casa_artesania_telfono1,casa_artesania_pagina_web,email,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
225,"Casa del Artesano Acatlán","Exposición, evento y fabricación de artesanías de barro",21,"Puebla",3,"Acatlán",1,"Acatlán de Osorio","Av. Juárez","Centro","74949","","","",-98.04844,18.20192,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=225","2019-04-18 20:07:19-05"
269,"Herrería artesanal para cabalgadura<br> Carlos Rodríguez","Particular",21,"Puebla",15,"Amozoc",1,"Amozoc de Mota","3 Norte 409","Barrio de San Miguel","72980","","","",-98.04472,19.04461,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=269","2019-07-26 05:14:00-05"
276,"Alfarería","",21,"Puebla",16,"Aquixtla",15,"El Terrero","","","73620","","","",-97.95333,19.78684,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=276","2021-02-02 15:05:21-06"
272," Barro cocido <br> Eligia Luna Genis","Taller individual ",21,"Puebla",33,"Cohuecan",1,"Cohuecan","Josefa Ortíz de Dominguez ","Barrio de San Miguel ","74520","","","ELIGIAINICIAL@GMAIL.COM ",-98.72028,18.78321,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=272","2019-07-28 17:19:32-05"
264,"Esféras artesanales de vidrio soplado<br> Chignahuapan, Puebla.","Particular",21,"Puebla",53,"Chignahuapan",1,"Ciudad de Chignahuapan","Plaza de la Constitución s/n","Centro","73300","","","",-98.03083,19.83822,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=264","2019-07-23 08:56:54-05"
238,"Casa Cruz","",21,"Puebla",109,"Pahuatlán",1,"Ciudad de Pahuatlán de Valle","Calle Portal Zaragoza N°3","centro","73100","","","",-98.15052,20.27589,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=238","2019-04-18 20:08:51-05"
240,"Sombrereria Pérez","",21,"Puebla",109,"Pahuatlán",1,"Ciudad de Pahuatlán de Valle","5 de Mayo 2","centro","73100","","","",-98.15011,20.27646,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=240","2019-04-18 20:11:38-05"
237,"La Serrana","",21,"Puebla",109,"Pahuatlán",1,"Ciudad de Pahuatlán de Valle","Calle 5 de Mayo  2","Centro","73100","","","",-98.15011,20.27646,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=237","2019-04-18 20:10:24-05"
239,"Casa León","",21,"Puebla",109,"Pahuatlán",1,"Ciudad de Pahuatlán de Valle","Calle 5 de Mayo 3","Centro","73100","","","",-98.15011,20.27646,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=239","2019-04-18 20:09:36-05"
241,"Huarachería Jimenez","",21,"Puebla",109,"Pahuatlán",1,"Ciudad de Pahuatlán de Valle","2 de abril s/n","Centro","73100","","","",-98.15099,20.2758,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=241","2019-04-18 20:09:44-05"
242,"Xochiquetzal","",21,"Puebla",109,"Pahuatlán",1,"Ciudad de Pahuatlán de Valle","2 de abril s/n","Centro","73100","","","xochiquetzalpahuatlan@outlook.com",-98.15011,20.27646,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=242","2019-04-18 20:11:46-05"
161,"Casa de artesanías Cihuamet","Cihuamet, A.C.",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Juan de Palafox y Mendoza 206","Centro Histórico","72000","","","",-98.19714,19.0437,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=161","2019-04-18 20:11:50-05"
146,"Casa de Talavera Celia","Casa Celia Talavera Poblana",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Calle 5 Ote. 608","Centro Histórico","72000","","","taller@talaberacelia.com; irvinggc@prodigy.net.mx",-98.19722,19.04399,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=146","2021-07-21 04:32:03-05"
151,"Casa de Artesanías Uriarte Talavera, Sucursal Puebla","Arte en Talavera Casas y Uriarte, S.A. de C.V.",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","4 Pte. 911","Centro Histórico","72000","","","contacto@uriartetalavera.com.mx ",-98.20484,19.04955,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=151","2019-04-18 20:11:53-05"
149,"Casa de Artesanías Talavera Santa Catarina","María Enriqueta Gamboa Cerdán",21,"Puebla",119,"San Andrés Cholula",1,"San Andrés Cholula","Prol. 14 Ote. 1402","San Juan Aquiahuac","72810","","","capasso@prodygi.net.mx",-98.28761,19.05283,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=149","2019-04-19 07:51:21-05"
200,"La Pirámide","Privada",21,"Puebla",140,"San Pedro Cholula",1,"Cholula de Rivadavia","Av. Morelos  416","Centro ","72760","","","jmltz@hotmail.com",-98.33479,19.04812,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=200","2019-04-19 07:56:07-05"
226,"Kavan","Privado",21,"Puebla",140,"San Pedro Cholula",1,"Cholula de Rivadavia","Av. Morelos 407-B","Centro","72760","","","",-98.31432,19.03035,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=226","2019-04-19 07:54:22-05"
227,"Xelhua","Privado",21,"Puebla",140,"San Pedro Cholula",1,"Cholula de Rivadavia","Av. Morelos 415","Centro","72760","","","",-98.31432,19.03035,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=227","2019-04-19 07:56:14-05"
258,"Papel Picado Campechanos","",21,"Puebla",144,"San Salvador Huixcolotla",1,"San Salvador Huixcolotla","Av. 16 de Septiembre Nte. 518","Barrio San Martin","75440","","","",-97.77181,18.91744,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=258","2019-04-19 08:28:10-05"
255,"Papel Picado Artevic","",21,"Puebla",144,"San Salvador Huixcolotla",1,"San Salvador Huixcolotla","Camino 12 de Octubre Nte.","Barrio de San Antonio","75440","","","arte-vic@hotmail.com",-97.76556,18.92111,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=255","2019-04-19 08:28:07-05"
259,"Papel Picado a la Mexicana","",21,"Puebla",144,"San Salvador Huixcolotla",1,"San Salvador Huixcolotla","Av. Zaragoza s/n","Barrio la Candelaria","75440","","","",-97.76864,18.92304,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=259","2019-04-19 07:57:25-05"
254,"Papel Picado ARTEMEX","",21,"Puebla",144,"San Salvador Huixcolotla",1,"San Salvador Huixcolotla","Av. 16 de Septiembre Nte. 406","Barrio de San Antonio","75440","","","",-97.76852,18.92293,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=254","2019-04-19 07:57:43-05"
253,"Piñatas Rey David","",21,"Puebla",144,"San Salvador Huixcolotla",1,"San Salvador Huixcolotla","Francisco Javier Mina 10","Barrio de San Antonio","75440","","","",-97.76694,18.92169,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=253","2019-04-19 08:28:18-05"
256,"DECORAMEC Papel Picado","",21,"Puebla",144,"San Salvador Huixcolotla",1,"San Salvador Huixcolotla","Av. 5 de Mayo Sur 130","Barrio de San Antonio","75440","","","decoramec@hotmail.com",-97.76814,18.92073,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=256","2019-04-19 07:57:10-05"
252,"Centro Artesanal Huixco","",21,"Puebla",144,"San Salvador Huixcolotla",1,"San Salvador Huixcolotla","Av. Zaragoza 23","Barrio San Martin","75440","","","diana_vivanco@hotmail.com",-97.77166,18.91882,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=252","2019-04-19 07:56:32-05"
257,"Papel Picado Patiño","",21,"Puebla",144,"San Salvador Huixcolotla",1,"San Salvador Huixcolotla","Av. 5 de Mayo Sur 104 ","Barrio de San Antonio","75440","","","arteydecoracionpatino@hotmail.com",-97.76856,18.92006,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=257","2019-04-19 08:28:14-05"
270,"Artesanía en Ónix<br> Tecali de Herrera","H. Ayuntamiento",21,"Puebla",153,"Tecali de Herrera",1,"Tecali de Herrera","Avenida Rafaél Cortés Oriente 7","Centro","75240","","","",-97.96889,18.90103,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=270","2019-07-25 13:02:45-05"
136,"Tienda de Artesanías IAIP<br>Sucursal Tehuacán","Gobierno del Estado de Puebla/Instituto de Artesanías e Industrias Populares del Estado de Puebla",21,"Puebla",156,"Tehuacán",1,"Tehuacán","Centro Comercial El Paseo<br>Calz. Adolfo López Mateos 3800 local 5","San Lorenzo Teotipilco","75855","","","iaip@puebla.gob.mx",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=136","2019-04-19 08:28:23-05"
266,"Bordados tradicionales<br>Guadalupe Reyes Fosado","Particular",21,"Puebla",162,"Tepango de Rodríguez",1,"Tepango de Rodríguez","Av. 13 de junio 71","4a Sección ","73370","","","",-97.79611,20.00281,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=266","2019-07-22 10:35:25-05"
267,"Joyería artesanal orgánica<br> Marcelo Mateo González ","Particular",21,"Puebla",162,"Tepango de Rodríguez",1,"Tepango de Rodríguez","Ignacio Zaragoza s/n","2a Sección ","73370","","","",-97.79611,20.00281,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=267","2019-07-22 10:46:43-05"
260,"Jorongos Leo Salvador Marín ","particular",21,"Puebla",162,"Tepango de Rodríguez",1,"Tepango de Rodríguez","5 de mayo 86","2da sección ","73370","","","",-97.79611,20.00281,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=260","2019-07-28 16:47:52-05"
263,"Bordados tradicionales<br> Micaela María Pérez Marín ","Particular",21,"Puebla",162,"Tepango de Rodríguez",1,"Tepango de Rodríguez","13 de junio núm. 31","2da Sección","73370","","","",-97.79611,20.00281,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=263","2019-07-26 05:23:48-05"
261,"Confección de vestuario para danzantes <br> María Isabel Márquez Rosales ","particular",21,"Puebla",162,"Tepango de Rodríguez",1,"Tepango de Rodríguez","Camino a Tonalixco s/n","4ta Sección ","73370","","","",-97.79611,20.00281,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=261","2019-07-03 08:23:51-05"
274,"Tejidos y bordados<br> María González Peña ","Particular",21,"Puebla",162,"Tepango de Rodríguez",1,"Tepango de Rodríguez","Ignacio Zaragoza s/n","2a Sección ","73370","","","",-97.79611,20.00281,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=274","2019-07-29 17:03:49-05"
268,"Bordado tradicional <br>María Teresa Francisco Pérez ","Particular",21,"Puebla",162,"Tepango de Rodríguez",1,"Tepango de Rodríguez","Camino a los potreros s/n","2a Sección ","73370","","","",-97.79611,20.00281,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=268","2019-07-22 10:54:05-05"
265,"Artemali Ocoxal","Asociación de Artesanos, A.C.",21,"Puebla",163,"Tepatlaxco de Hidalgo",1,"Tepatlaxco de Hidalgo","3 Sur 519","","75100","","","artemali.ocoxal@gmail.com",-97.96639,19.0773,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=265","2019-07-18 08:34:30-05"
234,"Villa Garabatos","Privada",21,"Puebla",197,"Xicotepec",1,"Xicotepec de Juárez","Av. 2 de Abril 173","Centro","73080","","","lau.villagarabatos@hotmail.com",-97.95853,20.26985,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=234","2019-04-19 08:28:33-05"
236,"Arte - Madera","Particular",21,"Puebla",197,"Xicotepec",1,"Xicotepec de Juárez","Blvd. Benito Juarez Norte 246","5 de Mayo","73080","","","Arte_madera17@hotmail.com",-97.96476,20.27354,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=236","2019-04-19 08:28:27-05"
235,"Ma-Xicotl ","Privado",21,"Puebla",197,"Xicotepec",1,"Xicotepec de Juárez","Vicente Suaréz","Centro","73080","","","nilorivera@hotmail.com",-97.95947,20.27982,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=235","2019-04-19 08:28:30-05"
211,"Telar Rústico Valerio","",21,"Puebla",207,"Zacapoaxtla",1,"Zacapoaxtla","Abraham Sosa Núm 21","Centro ","73680","","","",-97.58734,19.87867,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=211","2019-04-19 08:28:39-05"
229,"Tienda de máscaras ","Colección Persona Física",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Catalina 418-C","Col. Ex Hacienda el Tintero","76134","","","holverajuarez1@hotmail.com",-100.43557,20.60667,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=229","2017-03-29 07:37:37-06"
27,"Casa Queretana de Artesanías","Gobierno del Estado de Querétaro/Secretaría de Desarrollo Sustentable",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","And. Libertad 52","Centro Histórico","76000","","","hola@artesanias.queretaro.mx",-100.39001,20.59253,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=27","2017-03-29 07:42:03-06"
215,"Casa de Artesanías","Secretaría de Desarrollo Económico",23,"Quintana Roo",4,"Othón P. Blanco",1,"Chetumal","Camelias 264 A","Col. David Gutiérrez Ruiz","77013","","","artesaniasquintanaroo@hotmail.com",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=215","2015-02-09 14:00:23-06"
5,"Artesanías Don Juan","Juan Martínez García",24,"San Luis Potosí",3,"Aquismón",1,"Aquismón","Francisco Javier Mina 507","Centro","79760","","","",-99.01979,21.62157,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=5","2019-11-05 05:12:07-06"
16,"Tenek They Xe´est","",24,"San Luis Potosí",3,"Aquismón",1,"Aquismón","Juárez 518","Centro","79060","","","",-99.02119,21.62309,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=16","2019-11-05 06:08:21-06"
15,"La Campana","",24,"San Luis Potosí",3,"Aquismón",1,"Aquismón","Damián Carmona esq. Juárez","Centro","79000","","","",-99.01978,21.62116,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=15","2019-11-05 05:44:52-06"
122,"Artesanías El Tipi","Mercedes Martha Aquino Sánchez",24,"San Luis Potosí",6,"Catorce",1,"Real de Catorce","Zapata 1 B","Plaza Hidalgo","78550","","","",-100.88785,23.68989,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=122","2019-11-08 04:33:56-06"
1,"Catorce Artesanías Metzeri","Particular",24,"San Luis Potosí",6,"Catorce",1,"Real de Catorce","Lanzagorta 17","Centro","78550","","","anita_garcía@correo.unam.mx",-100.88681,23.68981,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=1","2019-11-08 04:40:27-06"
126,"Artesanías Pueblo Viejo","Juan Manuel del Monte Arellano",24,"San Luis Potosí",6,"Catorce",1,"Real de Catorce","Zaragoza s/n","Centro","58550","","","",-100.88811,23.69072,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=126","2019-11-08 04:37:38-06"
19,"La Catorceña Artesanias","María Sánchez Hernández",24,"San Luis Potosí",6,"Catorce",1,"Real de Catorce","Lanzagorta 27","Centro","78550","","","",-100.88596,23.68987,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=19","2019-11-06 04:34:25-06"
3,"El Corazón del Desierto","",24,"San Luis Potosí",6,"Catorce",1,"Real de Catorce","Zaragoza 9","Centro","78550","","","",-100.88776,23.69017,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=3","2019-11-06 04:33:36-06"
4,"Regalo de Dios","",24,"San Luis Potosí",6,"Catorce",1,"Real de Catorce","Hidalgo Oriente 20","Centro","78550","","","",-100.88699,23.69007,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=4","2019-11-08 05:02:58-06"
18,"Bazar El Gitano","Privada",24,"San Luis Potosí",6,"Catorce",1,"Real de Catorce","Lanzagorta 17-B","Centro","78550","","","",-100.88632,23.69034,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=18","2019-11-05 07:23:52-06"
17,"Artesanías La Luna Platería","Humberto Fernández Tristán",24,"San Luis Potosí",6,"Catorce",1,"Real de Catorce","Zaragoza esq. con Lanzagorta s/n","Centro","78550","","","reservaciones@hotelelreal.com",-100.88789,23.69006,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=17","2019-11-08 04:35:38-06"
78,"Taller de Platería","Privada",24,"San Luis Potosí",9,"Cerro de San Pedro",1,"Cerro de San Pedro","Benito Juárez","Centro","78440","","","",-100.80078,22.21563,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=78","2019-11-06 06:16:55-06"
77,"Museo de Rocas, Minerales y Artesanías","Privada",24,"San Luis Potosí",9,"Cerro de San Pedro",1,"Cerro de San Pedro","Juárez 20","Centro","78440","","","",-100.80053,22.21705,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=77","2019-11-06 06:05:38-06"
14,"Casa de Artesanía Caich A.C.","El Caich, A.C.",24,"San Luis Potosí",18,"Huehuetlán",2,"Chununtzén Uno","Carr. México-Laredo Km. 314","","79893","","","caichac@hotmail.com",-98.97956,21.4893,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=14","2019-11-06 07:56:58-06"
194,"Tienda FONART SLP","Fondo Nacional para el Fomento de las Artesanías",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Aldama 300","Centro Histórico","78000","","","tda_slp@fonart.gob.mx",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=194","2019-11-07 06:39:24-06"
197,"Venta de Indumentaria Típica","Privada",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Escobedo 420-B","Zona Centro","78000","","","",-100.97457,22.15182,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=197","2019-11-07 07:15:18-06"
191,"Artesanías Equinoccio","Privada",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Aldama 410","Zona Centro ","78000","","","",-100.97723,22.15014,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=191","2019-11-06 08:56:18-06"
65,"Rebozos y Artesanías de Santa María del Río","Privada",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Escobedo 305-4<br>Plaza del Carmen","Zona Centro","78000","","","",-100.97462,22.15103,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=65","2019-11-07 07:07:46-06"
189,"Acuarela Potosina","Privada",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Álvaro Obregón 636","Zona Centro","78000","","","",-100.98074,22.15194,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=189","2019-11-06 08:11:07-06"
123,"Artesanías Las Sevillanas de San Luis Potosí","Sonia Rodríguez Castillo",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Av. Nicolás Zapata 305","Col. Tequisquiapan","78232","","","sevillana_slp@hotmail.com",-100.98578,22.15411,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=123","2019-11-06 08:56:59-06"
124,"Artesanías del Carmen","Humberto Morones Calderón",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Escobedo 305","Centro Histórico","78000","","","memomorones@hotmail.com",-100.97461,22.15111,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=124","2019-11-07 05:20:08-06"
81,"Casa del Artesano","Gobierno del Estado de San Luis Potosí/Secretaría de Desarrollo Económico",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Jardín Colón 23 ","Centro","78000","","","artesanluis@slp.gob.mx; info@elrebozo.gob.mx",-100.97509,22.14648,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=81","2019-11-07 05:35:16-06"
125,"Artesanías Rosa Mexicano","Humberto Morones Calderón",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Escobedo 305 ","Zona Centro","78000","","","",-100.97454,22.15108,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=125","2019-11-07 05:28:04-06"
127,"Taller Escuela de Rebocería","Asociación de Reboceros, A.C.",24,"San Luis Potosí",32,"Santa María del Río",1,"Santa María del Río","Melchor Ocampo 465 esq. Porfirio Díaz","Centro","79560","","","",-100.73729,21.79912,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=127","2019-11-07 07:42:01-06"
142,"Escuela del Rebozo","Gobierno del Estado de San Luis Potosí/Secretaría de Desarrollo Económico",24,"San Luis Potosí",32,"Santa María del Río",1,"Santa María del Río","Pascual M. Hernández 85","Centro","79560","","","artesanluis@slp.gob.mx",-100.73644,21.80083,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=142","2019-11-07 07:27:28-06"
10,"Xilitla Shop","María de la Luz Vázquez Ramiro",24,"San Luis Potosí",54,"Xilitla",1,"Xilitla","Miguel Álvarez Acosta 119","Centro","79900","","","pameamano@yahoo.com.mx",-98.99152,21.3858,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=10","2019-11-07 08:03:00-06"
96,"Casa de los Tesoros","Magda Balderrama Álvarez",26,"Sonora",3,"Alamos",1,"Alamos","Obregón 10","Centro","85760","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=96","2009-04-20 13:38:16-05"
100,"Curiosidades y Artesanias Álamos","Romelia Cruz Tabares",26,"Sonora",3,"Alamos",1,"Alamos","Juárez  3 esq. Madero","Centro","85760","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=100","2009-05-12 08:59:00-05"
103,"Mercado de Artesanías","Gobierno del Estado de Sonora",26,"Sonora",3,"Alamos",1,"Alamos","Carr. Álamos-Navojoa Km. 51","","85760","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=103","2009-05-12 09:27:26-05"
97,"La Uvalama Artesanías de barro","Enrique Salazar Rodríguez",26,"Sonora",3,"Alamos",1,"Alamos","Obregón 12 esq. Profr. Alberto Gutiérrez","Centro","65760","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=97","2009-06-11 15:49:24-05"
98,"Curiosidades y regalos Lydia","Lydia Palomares Esquer",26,"Sonora",3,"Alamos",1,"Alamos","Morelos 1","Centro","85760","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=98","2021-04-29 11:12:50-05"
102,"Casa de Artesanías El Nicho","Ana Lilia Valdez Zayas",26,"Sonora",3,"Alamos",1,"Alamos","Juárez 15","Centro","85760","","","elnichoartesanias@hotmail.com",-108.93525,27.02179,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=102","2021-08-02 08:17:54-05"
93,"Casa de Artesanías de la Cooperativa Mujeres Unidas de La Aduana","Cooperativa Mujeres Unidas de La Aduana, A.C.",26,"Sonora",3,"Alamos",2,"La Aduana","Domicilio conocido, junto a la iglesia","Centro","85762","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=93","2013-05-08 16:50:00-05"
138,"Cooperativa La Placita","Balvanera Núñez Castillo",26,"Sonora",3,"Alamos",2,"La Aduana","Domicilio conocido. La plaza","La aduana, Centro","85762","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=138","2021-07-07 10:38:03-05"
107,"La casa de cobre","Miguel Portillo Gardner",26,"Sonora",19,"Cananea",1,"Heroica Ciudad de Cananea","3ra. Este 71 entre Av. Juárez y Av. Sonora ","Col. Los Pinos","84620","","","mickyportillo@hotmail.com",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=107","2009-05-13 11:45:50-05"
140,"Perlas del Mar de Cortés","Perlas Únicas, S.A. de C.V.",26,"Sonora",29,"Guaymas",1,"Heroica Guaymas","Bahía de Bacochibampo s/n","Fracc. Lomas de Cortés","85450","","","info@perlas.com.mx",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=140","2009-06-11 15:53:30-05"
188,"Tienda de artesanías MUSAS, Museo de Arte de Sonora","Gobierno del Estado de Sonora",26,"Sonora",30,"Hermosillo",1,"Hermosillo","Blvd. Vildósola s/n esq. Av Cultura","Col. Villa de Seris","83280","","","rmatiella@musas.gob.mx",-110.95428,29.06547,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=188","2015-02-11 12:53:30-06"
104,"Lynda´s store","Leonel García",26,"Sonora",30,"Hermosillo",1,"Hermosillo","Serdán 111 esq. Rosales","Centro","83000","","","leonel_311@hotmail.com",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=104","2009-05-12 11:15:46-05"
141,"Sonora Querida","Diego Navarro",26,"Sonora",30,"Hermosillo",1,"Hermosillo","Ignacio Mariscal 18-A entre Blvd. Morelos y Blvd. Gómez Farías","Col. Constitución","83150","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=141","2009-06-11 15:55:37-05"
106,"Artesanías Lutisuc Asociación Cultural","Lutisuc Asociación Cultural  I.A.P., A.C.",26,"Sonora",30,"Hermosillo",1,"Hermosillo","Av. de Anza 900","Col. Pitic","83150","","","lutisuc@asociacion.uson.mx",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=106","2021-08-05 06:30:26-05"
110,"Portal del Arte","Privada",26,"Sonora",36,"Magdalena",1,"Magdalena de Kino","Local 4 de la Plaza Monumental","Centro","","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=110","2021-04-19 05:47:34-05"
111,"Portal Tatis","Particular",26,"Sonora",36,"Magdalena",1,"Magdalena de Kino","Local 6 de la Plaza monumental","Centro","","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=111","2009-05-06 13:17:30-05"
109,"Artesanías Tusi Yari","ArtesaníasTusi Yari, S.C. de R.L. de C.V.",26,"Sonora",42,"Navojoa",79,"Masiaca","Carr. Internacional 15 Km. 113+522","Poblado Masiaca","85200","","","tusi.yari@hotmail.com<br>  ventas@tusiyari.com.mx",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=109","2010-02-04 13:26:05-06"
112,"Maya de México","Privada",26,"Sonora",43,"Nogales",1,"Heroica Nogales","Obregón","Centro","","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=112","2008-09-19 19:13:20-05"
113,"El sol de Mayo","Privada",26,"Sonora",43,"Nogales",1,"Heroica Nogales","Obregón","Centro","","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=113","2008-09-19 19:15:26-05"
114,"México Lindo","Privada",26,"Sonora",43,"Nogales",1,"Heroica Nogales","Obregón","Centro","","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=114","2018-12-13 06:41:28-06"
95,"Artesanías Victoria´s Hormiga","Silvia Priego Herrera",26,"Sonora",48,"Puerto Peñasco",1,"Puerto Peñasco","Blvd. Benito Juarez s/n esq. 20 de noviembre","Col. El Puerto","83550","","","s_priego@yahoo.com",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=95","2009-04-20 13:56:14-05"
94,"Mercedes Rústicos","Luis Ernesto Romero Muñoz",26,"Sonora",48,"Puerto Peñasco",1,"Puerto Peñasco","Alcantar 35","Col. Del Puerto","83550","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=94","2021-07-21 07:07:36-05"
185,"Instituto para el Fomento de las Artesanías de Tabasco","Gobierno del Estado de Tabasco",27,"Tabasco",4,"Centro",1,"Villahermosa","Prol. Paseo de la Sierra 820","Primero de Mayo","86190","","","karenpineda@tabasco.gob.mx",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=185","2015-02-11 13:32:12-06"
