teatro_id,teatro_nombre,teatro_fecha_fundacion,teatro_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,teatro_calle_numero,teatro_colonia,teatro_cp,teatro_telefono1,pagina_web,email,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
439,"Teatro Francisco Fuentes Madaleno","1952-01-01","Gobierno del Distrito Federal/Delegación Gustavo A. Madero",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Lindavista s/n entre Matanzas y Lima, Parque Deportivo Miguel Alemán","Col. Lindavista","07300","(55) 5119 5364","http://www.gamadero.gob.mx/gam2007/conocegam/cultura%20y%20deportes/principal%20cultura%20y%20deportes.html","",-99.12801,19.49283,"http://sic.gob.mx/ficha.php?table=teatro&table_id=439","2017-03-01 11:53:30-06"
685,"Sala de Conciertos Tepecuicatl","1993-03-17","Delegación Gustavo A. Madero/Subdirección de Promoción y Difusión Cultural",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Cantera 12 esq. Misterios<br>Barrio Rosas del Tepeyac","","","(55) 5748 0675, 0949","","",-99.11692,19.48911,"http://sic.gob.mx/ficha.php?table=teatro&table_id=685","2017-03-01 11:59:54-06"
728,"Teatro del Centro Cultural Fausto Vega","2014-03-09","Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Alfonso del Toro s/n","Col. Escuadrón 201","09000","55 4528 2551","https://carteleradeteatro.mx/teatro/teatro-del-centro-cultural-fausto-vega/","fidel.sandoval70@gmail.com; promocionculturaliztapalapa@gmail.com",-99.11116,19.36668,"http://sic.gob.mx/ficha.php?table=teatro&table_id=728","2021-10-21 09:26:08-05"
735,"Foro Escénico del Faro de Oriente","2011-09-01","Secretaría de Cultura de la Ciudad de México",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Calz. Ignacio Zaragoza s/n","Col. Fuentes de Zaragoza","09150","(55) 5738 7443 ","https://www.cultura.cdmx.gob.mx/recintos/faro-oriente","farodeorientedireccion@yahoo.com.mx",-99.01008,19.36994,"http://sic.gob.mx/ficha.php?table=teatro&table_id=735","2019-02-07 07:30:45-06"
315,"Teatro del Fuego Nuevo","1979-05-04","Universidad Autónoma Metropolitana, Unidad Iztapalapa",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Av. San Rafael Atlixco 186, edif. B,  P.B.","Col. Vicentina","09340","(55) 5804 4820, 5804 4821","http://www.comunicacionsocial.uam.mx/cultura.html","",-99.07245,19.36128,"http://sic.gob.mx/ficha.php?table=teatro&table_id=315","2017-10-10 14:46:39-05"
417,"Teatro San Jerónimo","1962-04-01","",9,"Ciudad de México",8,"La Magdalena Contreras",1,"La Magdalena Contreras","Periférico Sur 3400, Unidad Independencia","Col. San Jerónimo Lídice","10100","(55) 5595 2117","","",-99.20972,19.33404,"http://sic.gob.mx/ficha.php?table=teatro&table_id=417","2016-08-01 10:49:25-05"
251,"Teatro Santa Fe/Unidad Médico Familiar 12","1958-03-07","Instituto Mexicano del Seguro Social (IMSS)",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Plaza de los Héroes  s/n","U.H. Santa Fe","01170","55 5516 2163","","teatrosantafeimss@hotmail.com",-99.20458,19.38827,"http://sic.gob.mx/ficha.php?table=teatro&table_id=251","2021-09-20 11:19:24-05"
422,"Teatro de la Juventud","1989-01-01","Alcaldía Álvaro Obregón/Dirección General de Cultura, Educación y Deporte/Coordinación de Fomento Cultural y Educación",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Calle 10 s/n esq. Canario","Col. Tolteca","01150","55 5276 6865","https://carteleradeteatro.mx/teatro/sur/teatro-de-la-juventud/","teatro_juventud_dao@hotmail.com",-99.19472,19.39025,"http://sic.gob.mx/ficha.php?table=teatro&table_id=422","2021-09-20 06:33:28-05"
477,"Teatro Carpa Geodésica","1975-01-06","Teatro de Papel, A.C.",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. de los Insurgentes Sur 2135","Col. San Ángel","01000","55 5616 0866","","teatrocarpageodesica@hotmail.com",-99.18856,19.34571,"http://sic.gob.mx/ficha.php?table=teatro&table_id=477","2021-09-20 06:24:57-05"
423,"Teatro López Tarso","1988-01-29","Gobierno de la ciudad de México/Centro Cultural San Ángel",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1733 esq. Francisco I. Madero","Col. San Ángel","01000","55 5616 1254","","centroculturalsanangel@hotmail.com",-99.19038,19.34542,"http://sic.gob.mx/ficha.php?table=teatro&table_id=423","2021-09-17 14:59:40-05"
511,"Teatro del Centro Cultural Helénico","1979-06-12","Secretaría de Cultura Federal/Centro Cultural Helénico",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1500","Col. Guadalupe Inn","01020","55 4155 0900 y 01","http://www.helenico.gob.mx","helenico@correo.conaculta.gob.mx",-99.19005,19.35306,"http://sic.gob.mx/ficha.php?table=teatro&table_id=511","2021-09-20 07:32:26-05"
513,"Capilla Gótica","1979-06-12","Secretaría de Cultura/Centro Cultural Helénico",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1500","Col. Guadalupe Inn","01020","55 4155 0900 y 01","http://www.helenico.gob.mx/","",-99.18998,19.35296,"http://sic.gob.mx/ficha.php?table=teatro&table_id=513","2021-09-17 09:22:49-05"
931,"Foro 18*69","1000-01-01","",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Insurgentes Sur 1869","Col. Guadalupe Inn","01020","55 5661 5062","http://foro1869.com","m.dominguez@foro1869.com",-99.18541,19.35495,"http://sic.gob.mx/ficha.php?table=teatro&table_id=931","2021-09-17 13:55:17-05"
478,"Teatro al Aire Libre El Claustro","1973-12-14","Secretaría de Cultura Federal/Centro Cultural Helénico",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1500","Col. Guadalupe Inn","01020","55 4155 0900 y 01","http://www.helenico.gob.mx","helenico@correo.conaculta.gob.mx",-99.18961,19.3529,"http://sic.gob.mx/ficha.php?table=teatro&table_id=478","2021-09-08 07:28:12-05"
512,"Foro La Gruta","1988-01-13","Secretaría de Cultura l/Centro Cultural Helénico",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1500","Col. Guadalupe Inn","01020","55 4155 0919","http://www.helenico.gob.mx","",-99.19013,19.35245,"http://sic.gob.mx/ficha.php?table=teatro&table_id=512","2021-09-17 14:24:26-05"
914,"Teatro Royal Pedregal","1000-01-01","",9,"Ciudad de México",12,"Tlalpan",0,"","Periférico Sur 4363","Col. Jardines en la Montaña","14210","(55) 2155 3420","https://www.facebook.com/TeatroRoyalPedregal/","",-99.20023,19.30365,"http://sic.gob.mx/ficha.php?table=teatro&table_id=914","2017-05-12 11:31:51-05"
332,"Foro José Solé","1999-11-21","Delegación Zona Regional Sur del ISSSTE/Subdirección de Acción Cultural",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","San Fernando 15","Col. Toriello Guerra","14050","(55)  5665 1245","","",-99.17168,19.29387,"http://sic.gob.mx/ficha.php?table=teatro&table_id=332","2017-02-28 10:35:03-06"
927,"Foro Cultural Quetzalcoatl","1969-01-01","Delegación Xochimilco",9,"Ciudad de México",13,"Xochimilco",1,"Xochimilco","Guadalupe I. Ramírez 4","Barrio El Rosario","16090","(55) 5334 06 00 ext. 3629","https://www.facebook.com/pages/Foro-Cultural-Quetzalcoatl/1450692555172717","",-99.10518,19.26376,"http://sic.gob.mx/ficha.php?table=teatro&table_id=927","2017-10-10 15:57:36-05"
521,"Teatro  Libanés","1986-01-23","Centro Libanés, A.C.",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Barranca del Muerto esq. 2 de Abril","Col. Crédito Constructor","03940","55 5662 8178","http://www.teatrolibanes.com/teatro-libanes.html","",-99.18054,19.36308,"http://sic.gob.mx/ficha.php?table=teatro&table_id=521","2021-09-27 10:40:58-05"
484,"Teatrín Pedro Infante","2000-10-21","Asociación Nacional de Actores (ANDA)",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Petén 45 Nte.","Col. Narvarte","03020","55 5519 3507","","iasoler@institutoandressoler.com",-99.15194,19.40237,"http://sic.gob.mx/ficha.php?table=teatro&table_id=484","2021-07-09 15:17:47-05"
342,"Teatro de la Comedia - Wilberto Cantón","1983-04-13","Sociedad General de Escritores de México SOGEM",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","José María Velasco 59","Col. San José Insurgentes","03900","55 5660 8590","https://www.sogem.org/teatrowilbertocanton","teatrodelacomedia@gmail.com; jgutierrez@sogem.org.mx",-99.18653,19.36422,"http://sic.gob.mx/ficha.php?table=teatro&table_id=342","2021-09-28 08:28:35-05"
520,"Teatro Luis G. Basurto","1965-01-01","Asociación de Escritores de México, A.C., Centro Cultural La Pirámide",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Calle 24 y Cda. Pirámide","Col. San Pedro de los Pinos","03800","","","lapiramide@yahoo.com",-99.18995,19.38576,"http://sic.gob.mx/ficha.php?table=teatro&table_id=520","2017-03-02 12:21:56-06"
918,"Foro Teatral Bellescene","2017-04-08","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Zempoala 90, esq. La Morena y Xola","Col. Narvarte","03020","55 7576 9084","https://www.timeoutmexico.mx/ciudad-de-mexico/teatro/foro-cultural-bellescene","socialbellescene@gmail.com",-99.14793,19.39782,"http://sic.gob.mx/ficha.php?table=teatro&table_id=918","2021-09-21 13:11:44-05"
846,"Foro El Cubo","2015-06-04","Compañía Perro Teatro",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Lic. Grajales Robles 28 esq. Adolfo Prieto y Mier y Pesado","Col. Del Valle","03103","55 3389 0767","https://www.timeoutmexico.mx/ciudad-de-mexico/teatro/foro-el-cubo","perroteatro@yahoo.com; foroelcubo@gmail.com",-99.16431,19.40007,"http://sic.gob.mx/ficha.php?table=teatro&table_id=846","2021-09-21 13:05:14-05"
689,"Foro de los Hermanos Soler","1957-01-01","Gobierno del Distrito Federal/Delegación Benito Juárez",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Miguel Laurent entre Dr. Vertiz y División del Norte","Col. Santa Cruz Atoyac","03310","55 5422 5300 ext. 1293","","",-99.15607,19.37314,"http://sic.gob.mx/ficha.php?table=teatro&table_id=689","2021-09-21 07:19:49-05"
431,"Foro Cultural San Simón","1993-05-06","Gobierno del Distrito Federal/Delegación Benito Juárez",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Juan Escutia s/n esq. Pascual Ortiz Rubio","Col. San Simón Ticumán","03660","55 5672 5382","https://inba.gob.mx/recinto/485","",-99.14328,19.37473,"http://sic.gob.mx/ficha.php?table=teatro&table_id=431","2021-09-21 06:55:52-05"
429,"Teatro María Tereza Montoya","1985-05-01","Gobierno del Distrito Federal/Delegación Benito Juárez",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Eje Central Lázaro Cárdenas 912 entre Ejes 5 y 6 Sur","Col. Segunda del Periodista","03620","55 5674 2533","http://cdmxtravel.com/es/lugares/teatro-maria-tereza-montoya.html","",-99.14729,19.38253,"http://sic.gob.mx/ficha.php?table=teatro&table_id=429","2021-09-28 10:53:24-05"
389,"Sala Julián Carrillo","1976-10-11","UNAM/Radio UNAM",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Adolfo Prieto 133","Col. del Valle","03100","55 5623 3281","http://www.radiounam.unam.mx/","radio@unam.com",-99.16608,19.39834,"http://sic.gob.mx/ficha.php?table=teatro&table_id=389","2021-09-21 13:54:57-05"
811,"El Telón de Asfalto","1995-03-14","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Perpetua 4","Col. San José Insurgentes","03900","55 5615 0598 ","http://www.telondeasfalto.com.mx/","info@telondeasfalto.com.mx",-99.18243,19.36606,"http://sic.gob.mx/ficha.php?table=teatro&table_id=811","2021-09-21 06:10:16-05"
522,"Teatro de los Insurgentes","1953-04-30","Televisa, S.A. de C.V.",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Insurgentes Sur 1587","Col. San José Insurgentes","03900","55 5598 6894","http://cdmxtravel.com/es/lugares/teatro-de-los-insurgentes.html","teatroinsurgentes@prodigy.net.mx",-99.18242,19.36408,"http://sic.gob.mx/ficha.php?table=teatro&table_id=522","2021-09-28 08:42:22-05"
839,"Amacalone. Teatro de arte dramático","2013-07-01","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Soria 65","Col. Alamos","03400","55 1360 6384","","amacalone@hotmail.com",-99.14324,19.39779,"http://sic.gob.mx/ficha.php?table=teatro&table_id=839","2021-09-20 11:46:38-05"
509,"Foro al aire libre Gabriel Figueroa","2012-11-08","Secretaría de Cultura/Cineteca Nacional",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Av. México Coyoacán 389 ","Col. Xoco","03330","55 4155 1200","https://www.cinetecanacional.net/controlador.php?opcion=FoAL","info@cinetecanacional.net",-99.16475,19.36047,"http://sic.gob.mx/ficha.php?table=teatro&table_id=509","2021-11-11 11:38:30-06"
424,"Teatro Polyforum","1971-12-15","Polyforum Cultural Siqueiros, A.C.",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Insurgentes Sur 701 esq. Filadelfia","Col. Nápoles","03810","55 5536 4520 ext. 102","http://cdmxtravel.com/es/lugares/polyforum-cultural-siqueiros.html","dralfredosuarez@polyforumsiqueiros.com",-99.1734,19.39333,"http://sic.gob.mx/ficha.php?table=teatro&table_id=424","2021-09-29 05:57:16-05"
204,"Teatro Julio Prieto","1960-05-19","Instituto Mexicano del Seguro Social (IMSS)",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Av. Xola 809 esq. Nicolás San Juan","Col. Del Valle","03100","55 5639 9816","","eric.santos@imss.gob.mx",-99.16114,19.39602,"http://sic.gob.mx/ficha.php?table=teatro&table_id=204","2021-09-28 09:02:17-05"
494,"Foro Contigo América","1990-08-18","Contigo America Institución Teatral Independiente, A.C. ",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Arizona 156","Col. Nápoles","03810","55 5669 3589","http://contigoamerica.org.mx","contigoamerica@yahoo.com.mx",-99.18057,19.39281,"http://sic.gob.mx/ficha.php?table=teatro&table_id=494","2021-09-20 12:18:42-05"
483,"Teatro 11 de Julio","1960-04-29","Sindicato de Trabajadores Mineros, Metalúrgicos y Similares de la R.M.",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Doctor Vértiz 668","Col. Narvarte","03020","55 5538 2964","http://cdmxtravel.com/es/lugares/teatro-11-de-julio.html","",-99.15069,19.39661,"http://sic.gob.mx/ficha.php?table=teatro&table_id=483","2021-09-27 11:39:36-05"
871,"Foro La Teatrería","2015-02-25","",9,"Ciudad de México",15,"Cuauhtémoc",0,"","Tabasco 152","Col. Roma","","(55) 5207 3234","http://lateatreria.com","shoshana@lateatreria.com",-99.15931,19.41919,"http://sic.gob.mx/ficha.php?table=teatro&table_id=871","2017-03-13 13:57:55-06"
262,"Teatro Félix Azuela Padilla","1974-12-01","Instituto Mexicano del Seguro Social (IMSS)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Manuel González 368","Col. Nonoalco Tlatelolco","06900","(55) 5597 7409","http://www.fidteatros.com.mx","",-99.14038,19.4545,"http://sic.gob.mx/ficha.php?table=teatro&table_id=262","2017-03-02 11:12:47-06"
812,"Foro Nahui Olin","2011-01-01","Centro Cultural Sylvia Pasquel",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Juan Escutia  96","Col. Condesa","06140","(55) 5211 4941","http://www.centroculturalsylviapasquel.com/NAHUI.html","foropasquel@hotmail.com; marisol@centroculturalsylviapasquel.com",-99.17655,19.41563,"http://sic.gob.mx/ficha.php?table=teatro&table_id=812","2015-06-24 14:31:57-05"
902,"Sensorama","2013-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Zacatecas 155","Col. Roma Norte","06700","55 1998 2586","http://www.sensorama.mx/","delfinsensorama@gmail.com; preventa.sensorama@gmail.com",-99.16448,19.41324,"http://sic.gob.mx/ficha.php?table=teatro&table_id=902","2020-05-25 15:59:39-05"
900,"Foro Lucerna","2011-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Lucerna 64","Col. Juárez","06600","","","info@teatromilan.com",-99.15672,19.42996,"http://sic.gob.mx/ficha.php?table=teatro&table_id=900","2017-03-07 12:27:27-06"
837,"Foro Indie Rocks","1000-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Zacatecas 39","Col. Roma Nte.","06700","(55) 6394 7745","https://www.facebook.com/foroindierocks/timeline","",-99.15617,19.41665,"http://sic.gob.mx/ficha.php?table=teatro&table_id=837","2017-03-06 13:14:47-06"
453,"Foro Shakespeare","1983-06-21","Centro Cultural Foro Shakespeare, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Zamora 7 esq. Veracruz","Col. Condesa","06140","(55) 5256 0014","http://www.foroshakespeare.com/","difusion@foroshakespeare.com",-103.38833,20.72056,"http://sic.gob.mx/ficha.php?table=teatro&table_id=453","2017-11-07 11:53:46-06"
218,"Foro Luces de Bohemia","1995-05-13","Centro Cultural Luces de Orizaba/ Investigadores del Arte Escénico A.C. (IDAE)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Orizaba 193","Col. Roma","06700","(55) 5584 9995","","direccion.administrativa@pem.com.mx",-99.1588,19.41349,"http://sic.gob.mx/ficha.php?table=teatro&table_id=218","2021-01-22 09:05:55-06"
770,"Foro del Tejedor","1000-01-01","Cafebrería el Péndulo S.A. de C.V. ",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Alvaro Obregon 86, piso 3 (entre Orizaba y Córdova)","Col. Roma","06700","55 5574 7034","http://forodeltejedor.com","esteban@pendulo.com; xana@pendulo.com",-99.15915,19.41863,"http://sic.gob.mx/ficha.php?table=teatro&table_id=770","2021-07-26 06:21:27-05"
759,"Foro SALA Club","1000-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Puebla 186","Col. Roma Norte","06721","(55) 55 11 59 46","http://sala.club","contrataciones@sala.club; prensa@sala.club ",-99.16369,19.42199,"http://sic.gob.mx/ficha.php?table=teatro&table_id=759","2017-03-06 13:09:29-06"
647,"Teatro El Milagro","2008-04-05","Arte El Milagro, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Milán 24","Col. Juárez","06600","55 5535 1291","http://www.elmilagro.org.mx/","difusion@elmilagro.org.mx",-99.15655,19.43042,"http://sic.gob.mx/ficha.php?table=teatro&table_id=647","2021-06-08 07:57:38-05"
294,"Teatro Aldama","1984-07-17","Sindicato Nacional de Trabajadores de SAGARPA",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Rosas Moreno 71","Col. San Rafael","06470","(55) 5546 1026","https://www.facebook.com/teatro.eventos","enrique.gomez@gouproducciones.mx",-99.16174,19.43811,"http://sic.gob.mx/ficha.php?table=teatro&table_id=294","2016-06-28 13:48:07-05"
797,"Patio Central de la Casa de Cultura de Tamaulipas","1998-01-30","Patronato de la Casa de Cultura de Tamaulipas, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Ernesto Pugibet 73","Centro","06070","(55) 5512 1110","http://www.casadeculturadetamaulipas.org","cctamaulipasdf@hotmail.com",-99.14788,19.43027,"http://sic.gob.mx/ficha.php?table=teatro&table_id=797","2014-01-23 09:15:24-06"
473,"Teatro Jorge Negrete","1957-12-05","Asociación Nacional de Actores (ANDA)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Manuel Ignacio Altamirano 128","Col. San Rafael","06470","(55) 5535 2246","","jorgenegreteteatro@hotmail.com",-99.1634,19.43493,"http://sic.gob.mx/ficha.php?table=teatro&table_id=473","2016-09-21 13:58:43-05"
748,"Espacio Universitario de Cultura Off Spring","2012-08-27","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Francisco Pimentel 14 (entre José Rosas Moreno e Ignacio Altamirano)","Col. San Rafael","06470","(55) 5592 0619","","foroffspring@hotmail.com",-99.162,19.43861,"http://sic.gob.mx/ficha.php?table=teatro&table_id=748","2018-08-23 05:25:00-05"
768,"Foro Cultural Lenin","1000-01-01","Centro Mexicano de Estudios Culturales y Sociales, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Mérida 98 esq. Tabasco","Col. Roma","06700","(55) 5511 1027, 5514 7865","","cemecus@prodigy.net.mx",-99.15735,19.41952,"http://sic.gob.mx/ficha.php?table=teatro&table_id=768","2019-10-25 06:49:45-05"
288,"Teatro Ferrocarrilero Gudelio Morales","1968-12-24","Sindicato de Trabajadores Ferrocarrileros de la República Mexicana (STFRM)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Ricardo Flores Magón 206","Col. Guerrero","06300","","","",-99.14094,19.45145,"http://sic.gob.mx/ficha.php?table=teatro&table_id=288","2017-03-06 13:29:30-06"
249,"Teatro Isabela Corona","1962-02-15","Instituto Mexicano del Seguro Social (IMSS)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Eje Central Lázaro Cárdenas 445","Col. Unidad Nonoalco-Tlatelolco","06900","(55) 5782 1646","http://fidteatros.com.mx/new_site/teatros/teatro-isabela-corona","chavalone_62@hotmail.com",-99.13767,19.45259,"http://sic.gob.mx/ficha.php?table=teatro&table_id=249","2018-09-25 13:03:44-05"
420,"Teatro de la Ciudad Esperanza Iris","1918-05-25","Secretaría de Cultura del Gobierno de la Ciudad de México",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Donceles 36","Centro","06010","55 1719 3000 ext. 2006","http://teatros.cultura.cdmx.gob.mx/foro/teatro-de-la-ciudad-esperanza-iris","teatros.direccion@gmail.com",-99.13725,19.43669,"http://sic.gob.mx/ficha.php?table=teatro&table_id=420","2021-01-22 08:49:12-06"
872,"Teatro Lúcido","2014-01-23","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Dr. Enrique González Martínez 234","Col. Santa María La Ribera","06400","","https://www.facebook.com/terreteatro?fref=ts","",-99.15458,19.4523,"http://sic.gob.mx/ficha.php?table=teatro&table_id=872","2017-03-02 12:44:13-06"
841,"Multiforo Urbano Bajo Circuito","2014-10-01","Grupo Litoral",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Bajo puente del Circuito Interior s/n esq. Juan Escutia","Col. Condesa","06140","(55) 6552 6260","http://bajocircuito.mx/","infobc@arterial.mx",-99.17927,19.41616,"http://sic.gob.mx/ficha.php?table=teatro&table_id=841","2020-05-20 10:22:24-05"
827,"Sala de teatro Así que pasen cinco años","2013-10-24","Telemakia Teatro",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Cacahuamilpa 24","Col. Hipodroma Condesa","","55 6390 2422","http://www.facebook.com/telemakia.heleannejuancristobalcastillo","heleannebs@hotmail.com",-99.16773,19.41528,"http://sic.gob.mx/ficha.php?table=teatro&table_id=827","2021-05-27 04:29:12-05"
401,"Teatro Profr. Ismael Rodríguez Aragón","1990-12-01"," Unidad Cultural y Recreativa, Sindicato Nacional de Trabajadores del Seguro Social (SNTSS)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Sonora 13","Col. Roma","06700","(55) 52416000","http://www.sntss.org.mx/inicio","gonzalezgar_1323@hotmail.com",-99.17349,19.42008,"http://sic.gob.mx/ficha.php?table=teatro&table_id=401","2014-10-20 11:54:58-05"
815,"LAB TRECE","2012-07-11","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Isabel la Católica 13, piso 5","Centro","06000","","","",-99.13617,19.43462,"http://sic.gob.mx/ficha.php?table=teatro&table_id=815","2017-03-02 13:00:47-06"
505,"Teatro Sala Chopin","1952-04-25","Grupo Gomo, Coorporativo de la Sala Chopin",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Álvaro Obregón 302","Col. Roma","06700","(55) 5211 3257","http://www.salachopin.com","servicios@salachopin.com",-99.16932,19.41619,"http://sic.gob.mx/ficha.php?table=teatro&table_id=505","2017-02-28 11:26:38-06"
883,"Centro Cultural de las Artes Escénicas Teatro María Rojo","1964-11-21","Secretaría de Cultura del Gobierno Federal",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Manuel González 2a. Secc. atrás del metro Tlatelolco","Unidad Habitacional Nonoalco Tlatelolco","06900","(55) 4335 8095","https://www.facebook.com/Centro-Cultural-de-las-Artes-Esc%C3%A9nicas-Teatro-Mar%C3%ADa-Rojo-384096345041303/photos","barbaracardonamatias@hotmail.com",-99.14277,19.45512,"http://sic.gob.mx/ficha.php?table=teatro&table_id=883","2017-02-27 12:57:49-06"
756,"Chilango. Foro La Cantera","1000-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Ponciano Arriaga 31","Tabacalera","06510","(55) 5566 5444, 6840 6454","http://lacantera.com.mx/contacta","la.cantera.estudio.de.danza@gmail.com",-99.1542,19.43707,"http://sic.gob.mx/ficha.php?table=teatro&table_id=756","2017-03-06 10:56:32-06"
269,"Centro Cultural El Foco (antes Foro de la Comedia)","1993-05-31","Centro Cultural El Foco (antes Foro de la Comedia) Independiente",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Tlacotalpan 16","Col. Roma Sur","06700","(55) 5574 9011","http://teatrodelarbol.com","contactoelfoco@gmail.com",-99.16688,19.40875,"http://sic.gob.mx/ficha.php?table=teatro&table_id=269","2017-03-02 11:59:01-06"
395,"Teatro Arlequín (cerrado temporalmente por remodelación)","1953-11-17","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Villalongín 24","Col. Cuauhtémoc","06500","(55) 5546 9759","http://www.teatroarlequin.mx/","info@teatroarlequin.mx",-99.16045,19.43193,"http://sic.gob.mx/ficha.php?table=teatro&table_id=395","2017-08-07 16:07:24-05"
248,"Teatro Hidalgo Ignacio Retes","1962-05-09","Fideicomiso de administración de Teatros y salas de espectáculos del IMSS",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Hidalgo 23","Col. Guerrero","06300","(55) 5326 5445 exts. 27089, 27090","http://www.teatrodelanacion.com.mx","roberto.guzmanre@imss.gob.mx",-99.14167,19.43661,"http://sic.gob.mx/ficha.php?table=teatro&table_id=248","2016-07-20 11:56:21-05"
380,"Foro El Círculo Teatral (cerrado por demolición)","2004-04-07","El Círculo Teatral, S.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Veracruz 107","Col. Condesa","06140","(55) 5553 1383","http://www.elcirculoteatral.org/","elcirculoteatral@hotmail.com",-99.17225,19.41589,"http://sic.gob.mx/ficha.php?table=teatro&table_id=380","2017-09-29 14:55:07-05"
